ECPRI version,ECPRI Data Format Ecpri Message,Ecpri Payload Length,ecpriPcid,ecpriSeqid,dataDirection,payloadVersion,filterIndex,frameId,SubframeId,SlotId,Symbolid,SectionsID,rb,StartPrb,NumOfPrb,Sampling ,ByteStart,ByteEnd,TimeStamp(s),TimeStamp(us/ns),PacketOffsetTo10ms(ns),PacketOffsetTo10ms(utu),N1,PacketAdvanceToAif(ns)
1,0,1300,128,50560,1,1,0,243,7,0,13,1,0,92,46,9,1360587,1361874,315965949,317210498,7210498,8860260,755,-253824.9
1,0,1272,128,50816,1,1,0,243,7,0,13,1,0,138,45,9,1361929,1363188,315965949,317210982,7210982,8860855,755,-253340.9
1,0,1272,128,51072,1,1,0,243,7,0,13,1,0,183,45,9,1363243,1364502,315965949,317211466,7211466,8861449,755,-252856.9
1,0,1272,128,51328,1,1,0,243,7,0,13,1,0,228,45,9,1364557,1365816,315965949,317211942,7211942,8862034,755,-252380.9
1,0,1300,0,51584,1,1,0,243,7,1,0,1,0,0,46,9,1365871,1367158,315965949,317242687,7242687,8899814,755,-257313
1,0,1300,0,51840,1,1,0,243,7,1,0,1,0,46,46,9,1367213,1368500,315965949,317243180,7243180,8900420,755,-256820
1,0,1300,0,52096,1,1,0,243,7,1,0,1,0,92,46,9,1368555,1369842,315965949,317243664,7243664,8901014,755,-256336
1,0,1272,0,52352,1,1,0,243,7,1,0,1,0,138,45,9,1369897,1371156,315965949,317244148,7244148,8901609,755,-255852
1,0,1272,0,52608,1,1,0,243,7,1,0,1,0,183,45,9,1371211,1372470,315965949,317244632,7244632,8902204,755,-255368
1,0,1272,0,52864,1,1,0,243,7,1,0,1,0,228,45,9,1372525,1373784,315965949,317245109,7245109,8902790,755,-254891
1,0,1300,128,51584,1,1,0,243,7,1,0,1,0,0,46,9,1373839,1375126,315965949,317245605,7245605,8903399,755,-254395
1,0,1300,128,51840,1,1,0,243,7,1,0,1,0,46,46,9,1375181,1376468,315965949,317246097,7246097,8904004,755,-253903
1,0,1300,128,52096,1,1,0,243,7,1,0,1,0,92,46,9,1376523,1377810,315965949,317246582,7246582,8904600,755,-253418
1,0,1272,128,52352,1,1,0,243,7,1,0,1,0,138,45,9,1377865,1379124,315965949,317247066,7247066,8905195,755,-252934
1,0,1272,128,52608,1,1,0,243,7,1,0,1,0,183,45,9,1379179,1380438,315965949,317247550,7247550,8905789,755,-252450
1,0,1272,128,52864,1,1,0,243,7,1,0,1,0,228,45,9,1380493,1381752,315965949,317248026,7248026,8906374,755,-251974
1,0,1300,0,53120,1,1,0,243,7,1,1,1,0,0,46,9,1381807,1383094,315965949,317278381,7278381,8943675,755,-257816.9
1,0,1300,0,53376,1,1,0,243,7,1,1,1,0,46,46,9,1383149,1384436,315965949,317278873,7278873,8944279,755,-257324.9
1,0,1300,0,53632,1,1,0,243,7,1,1,1,0,92,46,9,1384491,1385778,315965949,317279357,7279357,8944874,755,-256840.9
1,0,1272,0,53888,1,1,0,243,7,1,1,1,0,138,45,9,1385833,1387092,315965949,317279842,7279842,8945470,755,-256355.9
1,0,1272,0,54144,1,1,0,243,7,1,1,1,0,183,45,9,1387147,1388406,315965949,317280326,7280326,8946065,755,-255871.9
1,0,1272,0,54400,1,1,0,243,7,1,1,1,0,228,45,9,1388461,1389720,315965949,317280802,7280802,8946649,755,-255395.9
1,0,1300,128,53120,1,1,0,243,7,1,1,1,0,0,46,9,1389775,1391062,315965949,317281298,7281298,8947259,755,-254899.9
1,0,1300,128,53376,1,1,0,243,7,1,1,1,0,46,46,9,1391117,1392404,315965949,317281791,7281791,8947865,755,-254406.9
1,0,1300,128,53632,1,1,0,243,7,1,1,1,0,92,46,9,1392459,1393746,315965949,317282275,7282275,8948460,755,-253922.9
1,0,1272,128,53888,1,1,0,243,7,1,1,1,0,138,45,9,1393801,1395060,315965949,317282759,7282759,8949054,755,-253438.9
1,0,1272,128,54144,1,1,0,243,7,1,1,1,0,183,45,9,1395115,1396374,315965949,317283243,7283243,8949649,755,-252954.9
1,0,1272,128,54400,1,1,0,243,7,1,1,1,0,228,45,9,1396429,1397688,315965949,317283719,7283719,8950234,755,-252478.9
1,0,1300,0,54656,1,1,0,243,7,1,2,1,0,0,46,9,1397743,1399030,315965949,317314074,7314074,8987534,755,-257801
1,0,1300,0,54912,1,1,0,243,7,1,2,1,0,46,46,9,1399085,1400372,315965949,317314567,7314567,8988140,755,-257308
1,0,1300,0,55168,1,1,0,243,7,1,2,1,0,92,46,9,1400427,1401714,315965949,317315051,7315051,8988735,755,-256824
1,0,1272,0,55424,1,1,0,243,7,1,2,1,0,138,45,9,1401769,1403028,315965949,317315535,7315535,8989329,755,-256340
1,0,1272,0,55680,1,1,0,243,7,1,2,1,0,183,45,9,1403083,1404342,315965949,317316019,7316019,8989924,755,-255856
1,0,1272,0,55936,1,1,0,243,7,1,2,1,0,228,45,9,1404397,1405656,315965949,317316495,7316495,8990509,755,-255380
1,0,1300,128,54656,1,1,0,243,7,1,2,1,0,0,46,9,1405711,1406998,315965949,317316992,7316992,8991120,755,-254883
1,0,1300,128,54912,1,1,0,243,7,1,2,1,0,46,46,9,1407053,1408340,315965949,317317484,7317484,8991724,755,-254391
1,0,1300,128,55168,1,1,0,243,7,1,2,1,0,92,46,9,1408395,1409682,315965949,317317968,7317968,8992319,755,-253907
1,0,1272,128,55424,1,1,0,243,7,1,2,1,0,138,45,9,1409737,1410996,315965949,317318452,7318452,8992914,755,-253423
1,0,1272,128,55680,1,1,0,243,7,1,2,1,0,183,45,9,1411051,1412310,315965949,317318937,7318937,8993510,755,-252938
1,0,1272,128,55936,1,1,0,243,7,1,2,1,0,228,45,9,1412365,1413624,315965949,317319413,7319413,8994095,755,-252462
1,0,1300,0,56192,1,1,0,243,7,1,3,1,0,0,46,9,1413679,1414966,315965949,317349719,7349719,9031335,755,-257833.1
1,0,1300,0,56448,1,1,0,243,7,1,3,1,0,46,46,9,1415021,1416308,315965949,317350211,7350211,9031939,755,-257341.1
1,0,1300,0,56704,1,1,0,243,7,1,3,1,0,92,46,9,1416363,1417650,315965949,317350695,7350695,9032534,755,-256857.1
1,0,1272,0,56960,1,1,0,243,7,1,3,1,0,138,45,9,1417705,1418964,315965949,317351180,7351180,9033130,755,-256372.1
1,0,1272,0,57216,1,1,0,243,7,1,3,1,0,183,45,9,1419019,1420278,315965949,317351664,7351664,9033725,755,-255888.1
1,0,1272,0,57472,1,1,0,243,7,1,3,1,0,228,45,9,1420333,1421592,315965949,317352140,7352140,9034310,755,-255412.1
1,0,1300,128,56192,1,1,0,243,7,1,3,1,0,0,46,9,1421647,1422934,315965949,317352636,7352636,9034919,755,-254916.1
1,0,1300,128,56448,1,1,0,243,7,1,3,1,0,46,46,9,1422989,1424276,315965949,317353129,7353129,9035525,755,-254423.1
1,0,1300,128,56704,1,1,0,243,7,1,3,1,0,92,46,9,1424331,1425618,315965949,317353613,7353613,9036120,755,-253939.1
1,0,1272,128,56960,1,1,0,243,7,1,3,1,0,138,45,9,1425673,1426932,315965949,317354097,7354097,9036714,755,-253455.1
1,0,1272,128,57216,1,1,0,243,7,1,3,1,0,183,45,9,1426987,1428246,315965949,317354585,7354585,9037314,755,-252967.1
1,0,1272,128,57472,1,1,0,243,7,1,3,1,0,228,45,9,1428301,1429560,315965949,317355061,7355061,9037899,755,-252491.1
1,0,1300,0,57728,1,1,0,243,7,1,4,1,0,0,46,9,1429615,1430902,315965949,317385461,7385461,9075254,755,-257768.2
1,0,1300,0,57984,1,1,0,243,7,1,4,1,0,46,46,9,1430957,1432244,315965949,317385953,7385953,9075859,755,-257276.2
1,0,1300,0,58240,1,1,0,243,7,1,4,1,0,92,46,9,1432299,1433586,315965949,317386437,7386437,9076454,755,-256792.2
1,0,1272,0,58496,1,1,0,243,7,1,4,1,0,138,45,9,1433641,1434900,315965949,317386922,7386922,9077050,755,-256307.2
1,0,1272,0,58752,1,1,0,243,7,1,4,1,0,183,45,9,1434955,1436214,315965949,317387406,7387406,9077644,755,-255823.2
1,0,1272,0,59008,1,1,0,243,7,1,4,1,0,228,45,9,1436269,1437528,315965949,317387882,7387882,9078229,755,-255347.2
1,0,1300,128,57728,1,1,0,243,7,1,4,1,0,0,46,9,1437583,1438870,315965949,317388378,7388378,9078839,755,-254851.2
1,0,1300,128,57984,1,1,0,243,7,1,4,1,0,46,46,9,1438925,1440212,315965949,317388871,7388871,9079445,755,-254358.2
1,0,1300,128,58240,1,1,0,243,7,1,4,1,0,92,46,9,1440267,1441554,315965949,317389355,7389355,9080039,755,-253874.2
1,0,1272,128,58496,1,1,0,243,7,1,4,1,0,138,45,9,1441609,1442868,315965949,317389839,7389839,9080634,755,-253390.2
1,0,1272,128,58752,1,1,0,243,7,1,4,1,0,183,45,9,1442923,1444182,315965949,317390323,7390323,9081229,755,-252906.2
1,0,1272,128,59008,1,1,0,243,7,1,4,1,0,228,45,9,1444237,1445496,315965949,317390799,7390799,9081814,755,-252430.2
1,0,1300,0,59264,1,1,0,243,7,1,5,1,0,0,46,9,1445551,1446838,315965949,317421154,7421154,9119114,755,-257752.3
1,0,1300,0,59520,1,1,0,243,7,1,5,1,0,46,46,9,1446893,1448180,315965949,317421647,7421647,9119720,755,-257259.3
1,0,1300,0,59776,1,1,0,243,7,1,5,1,0,92,46,9,1448235,1449522,315965949,317422131,7422131,9120315,755,-256775.3
1,0,1272,0,60032,1,1,0,243,7,1,5,1,0,138,45,9,1449577,1450836,315965949,317422615,7422615,9120909,755,-256291.3
1,0,1272,0,60288,1,1,0,243,7,1,5,1,0,183,45,9,1450891,1452150,315965949,317423099,7423099,9121504,755,-255807.3
1,0,1272,0,60544,1,1,0,243,7,1,5,1,0,228,45,9,1452205,1453464,315965949,317423575,7423575,9122089,755,-255331.3
1,0,1300,128,59264,1,1,0,243,7,1,5,1,0,0,46,9,1453519,1454806,315965949,317424072,7424072,9122700,755,-254834.3
1,0,1300,128,59520,1,1,0,243,7,1,5,1,0,46,46,9,1454861,1456148,315965949,317424564,7424564,9123304,755,-254342.3
1,0,1300,128,59776,1,1,0,243,7,1,5,1,0,92,46,9,1456203,1457490,315965949,317425048,7425048,9123899,755,-253858.3
1,0,1272,128,60032,1,1,0,243,7,1,5,1,0,138,45,9,1457545,1458804,315965949,317425533,7425533,9124495,755,-253373.3
1,0,1272,128,60288,1,1,0,243,7,1,5,1,0,183,45,9,1458859,1460118,315965949,317426017,7426017,9125090,755,-252889.3
1,0,1272,128,60544,1,1,0,243,7,1,5,1,0,228,45,9,1460173,1461432,315965949,317426493,7426493,9125675,755,-252413.3
1,0,1300,0,60800,1,1,0,243,7,1,6,1,0,0,46,9,1461487,1462774,315965949,317456848,7456848,9162975,755,-257735.3
1,0,1300,0,61056,1,1,0,243,7,1,6,1,0,46,46,9,1462829,1464116,315965949,317457340,7457340,9163579,755,-257243.3
1,0,1300,0,61312,1,1,0,243,7,1,6,1,0,92,46,9,1464171,1465458,315965949,317457824,7457824,9164174,755,-256759.3
1,0,1272,0,61568,1,1,0,243,7,1,6,1,0,138,45,9,1465513,1466772,315965949,317458308,7458308,9164769,755,-256275.3
1,0,1272,0,61824,1,1,0,243,7,1,6,1,0,183,45,9,1466827,1468086,315965949,317458793,7458793,9165365,755,-255790.3
1,0,1272,0,62080,1,1,0,243,7,1,6,1,0,228,45,9,1468141,1469400,315965949,317459269,7459269,9165950,755,-255314.3
1,0,1300,128,60800,1,1,0,243,7,1,6,1,0,0,46,9,1469455,1470742,315965949,317459765,7459765,9166559,755,-254818.3
1,0,1300,128,61056,1,1,0,243,7,1,6,1,0,46,46,9,1470797,1472084,315965949,317460257,7460257,9167164,755,-254326.3
1,0,1300,128,61312,1,1,0,243,7,1,6,1,0,92,46,9,1472139,1473426,315965949,317460742,7460742,9167760,755,-253841.3
1,0,1272,128,61568,1,1,0,243,7,1,6,1,0,138,45,9,1473481,1474740,315965949,317461226,7461226,9168355,755,-253357.3
1,0,1272,128,61824,1,1,0,243,7,1,6,1,0,183,45,9,1474795,1476054,315965949,317461710,7461710,9168949,755,-252873.3
1,0,1272,128,62080,1,1,0,243,7,1,6,1,0,228,45,9,1476109,1477368,315965949,317462186,7462186,9169534,755,-252397.3
1,0,1300,0,62336,1,1,0,243,7,1,7,1,0,0,46,9,1477423,1478710,315965949,317492443,7492443,9206714,755,-257817.4
1,0,1300,0,62592,1,1,0,243,7,1,7,1,0,46,46,9,1478765,1480052,315965949,317492936,7492936,9207320,755,-257324.4
1,0,1300,0,62848,1,1,0,243,7,1,7,1,0,92,46,9,1480107,1481394,315965949,317493420,7493420,9207914,755,-256840.4
1,0,1272,0,63104,1,1,0,243,7,1,7,1,0,138,45,9,1481449,1482708,315965949,317493904,7493904,9208509,755,-256356.4
1,0,1272,0,63360,1,1,0,243,7,1,7,1,0,183,45,9,1482763,1484022,315965949,317494388,7494388,9209104,755,-255872.4
1,0,1272,0,63616,1,1,0,243,7,1,7,1,0,228,45,9,1484077,1485336,315965949,317494864,7494864,9209689,755,-255396.4
1,0,1300,128,62336,1,1,0,243,7,1,7,1,0,0,46,9,1485391,1486678,315965949,317495361,7495361,9210300,755,-254899.4
1,0,1300,128,62592,1,1,0,243,7,1,7,1,0,46,46,9,1486733,1488020,315965949,317495853,7495853,9210904,755,-254407.4
1,0,1300,128,62848,1,1,0,243,7,1,7,1,0,92,46,9,1488075,1489362,315965949,317496337,7496337,9211499,755,-253923.4
1,0,1272,128,63104,1,1,0,243,7,1,7,1,0,138,45,9,1489417,1490676,315965949,317496822,7496822,9212095,755,-253438.4
1,0,1272,128,63360,1,1,0,243,7,1,7,1,0,183,45,9,1490731,1491990,315965949,317497306,7497306,9212690,755,-252954.4
1,0,1272,128,63616,1,1,0,243,7,1,7,1,0,228,45,9,1492045,1493304,315965949,317497782,7497782,9213275,755,-252478.4
1,0,1300,0,63872,1,1,0,243,7,1,8,1,0,0,46,9,1493359,1494646,315965949,317528137,7528137,9250575,755,-257800.5
1,0,1300,0,64128,1,1,0,243,7,1,8,1,0,46,46,9,1494701,1495988,315965949,317528629,7528629,9251179,755,-257308.5
1,0,1300,0,64384,1,1,0,243,7,1,8,1,0,92,46,9,1496043,1497330,315965949,317529113,7529113,9251774,755,-256824.5
1,0,1272,0,64640,1,1,0,243,7,1,8,1,0,138,45,9,1497385,1498644,315965949,317529597,7529597,9252369,755,-256340.5
1,0,1272,0,64896,1,1,0,243,7,1,8,1,0,183,45,9,1498699,1499958,315965949,317530082,7530082,9252965,755,-255855.5
1,0,1272,0,65152,1,1,0,243,7,1,8,1,0,228,45,9,1500013,1501272,315965949,317530558,7530558,9253550,755,-255379.5
1,0,1300,128,63872,1,1,0,243,7,1,8,1,0,0,46,9,1501327,1502614,315965949,317531054,7531054,9254159,755,-254883.5
1,0,1300,128,64128,1,1,0,243,7,1,8,1,0,46,46,9,1502669,1503956,315965949,317531547,7531547,9254765,755,-254390.5
1,0,1300,128,64384,1,1,0,243,7,1,8,1,0,92,46,9,1504011,1505298,315965949,317532031,7532031,9255360,755,-253906.5
1,0,1272,128,64640,1,1,0,243,7,1,8,1,0,138,45,9,1505353,1506612,315965949,317532515,7532515,9255954,755,-253422.5
1,0,1272,128,64896,1,1,0,243,7,1,8,1,0,183,45,9,1506667,1507926,315965949,317532999,7532999,9256549,755,-252938.5
1,0,1272,128,65152,1,1,0,243,7,1,8,1,0,228,45,9,1507981,1509240,315965949,317533475,7533475,9257134,755,-252462.5
1,0,1300,0,65408,1,1,0,243,7,1,9,1,0,0,46,9,1509295,1510582,315965949,317563781,7563781,9294374,755,-257833.6
1,0,1300,0,128,1,1,0,243,7,1,9,1,0,46,46,9,1510637,1511924,315965949,317564274,7564274,9294980,755,-257340.6
1,0,1300,0,384,1,1,0,243,7,1,9,1,0,92,46,9,1511979,1513266,315965949,317564758,7564758,9295575,755,-256856.6
1,0,1272,0,640,1,1,0,243,7,1,9,1,0,138,45,9,1513321,1514580,315965949,317565242,7565242,9296169,755,-256372.6
1,0,1272,0,896,1,1,0,243,7,1,9,1,0,183,45,9,1514635,1515894,315965949,317565726,7565726,9296764,755,-255888.6
1,0,1272,0,1152,1,1,0,243,7,1,9,1,0,228,45,9,1515949,1517208,315965949,317566202,7566202,9297349,755,-255412.6
1,0,1300,128,65408,1,1,0,243,7,1,9,1,0,0,46,9,1517263,1518550,315965949,317566699,7566699,9297960,755,-254915.6
1,0,1300,128,128,1,1,0,243,7,1,9,1,0,46,46,9,1518605,1519892,315965949,317567191,7567191,9298564,755,-254423.6
1,0,1300,128,384,1,1,0,243,7,1,9,1,0,92,46,9,1519947,1521234,315965949,317567675,7567675,9299159,755,-253939.6
1,0,1272,128,640,1,1,0,243,7,1,9,1,0,138,45,9,1521289,1522548,315965949,317568159,7568159,9299754,755,-253455.6
1,0,1272,128,896,1,1,0,243,7,1,9,1,0,183,45,9,1522603,1523862,315965949,317568644,7568644,9300350,755,-252970.6
1,0,1272,128,1152,1,1,0,243,7,1,9,1,0,228,45,9,1523917,1525176,315965949,317569120,7569120,9300935,755,-252494.6
1,0,1300,0,1408,1,1,0,243,7,1,10,1,0,0,46,9,1525231,1526518,315965949,317599475,7599475,9338235,755,-257816.7
1,0,1300,0,1664,1,1,0,243,7,1,10,1,0,46,46,9,1526573,1527860,315965949,317599967,7599967,9338839,755,-257324.7
1,0,1300,0,1920,1,1,0,243,7,1,10,1,0,92,46,9,1527915,1529202,315965949,317600451,7600451,9339434,755,-256840.7
1,0,1272,0,2176,1,1,0,243,7,1,10,1,0,138,45,9,1529257,1530516,315965949,317600935,7600935,9340029,755,-256356.7
1,0,1272,0,2432,1,1,0,243,7,1,10,1,0,183,45,9,1530571,1531830,315965949,317601420,7601420,9340625,755,-255871.7
1,0,1272,0,2688,1,1,0,243,7,1,10,1,0,228,45,9,1531885,1533144,315965949,317601896,7601896,9341210,755,-255395.7
1,0,1300,128,1408,1,1,0,243,7,1,10,1,0,0,46,9,1533199,1534486,315965949,317602392,7602392,9341819,755,-254899.7
1,0,1300,128,1664,1,1,0,243,7,1,10,1,0,46,46,9,1534541,1535828,315965949,317602884,7602884,9342424,755,-254407.7
1,0,1300,128,1920,1,1,0,243,7,1,10,1,0,92,46,9,1535883,1537170,315965949,317603369,7603369,9343020,755,-253922.7
1,0,1272,128,2176,1,1,0,243,7,1,10,1,0,138,45,9,1537225,1538484,315965949,317603853,7603853,9343615,755,-253438.7
1,0,1272,128,2432,1,1,0,243,7,1,10,1,0,183,45,9,1538539,1539798,315965949,317604337,7604337,9344209,755,-252954.7
1,0,1272,128,2688,1,1,0,243,7,1,10,1,0,228,45,9,1539853,1541112,315965949,317604813,7604813,9344794,755,-252478.7
1,0,1300,0,2944,1,1,0,243,7,1,11,1,0,0,46,9,1541327,1542614,315965949,317635168,7635168,9382094,755,-257800.8
1,0,1300,0,3200,1,1,0,243,7,1,11,1,0,46,46,9,1542669,1543956,315965949,317635660,7635660,9382699,755,-257308.8
1,0,1300,0,3456,1,1,0,243,7,1,11,1,0,92,46,9,1544011,1545298,315965949,317636145,7636145,9383295,755,-256823.8
1,0,1272,0,3712,1,1,0,243,7,1,11,1,0,138,45,9,1545353,1546612,315965949,317636629,7636629,9383890,755,-256339.8
1,0,1272,0,3968,1,1,0,243,7,1,11,1,0,183,45,9,1546667,1547926,315965949,317637113,7637113,9384484,755,-255855.8
1,0,1272,0,4224,1,1,0,243,7,1,11,1,0,228,45,9,1547981,1549240,315965949,317637589,7637589,9385069,755,-255379.8
1,0,1300,128,2944,1,1,0,243,7,1,11,1,0,0,46,9,1549295,1550582,315965949,317638085,7638085,9385679,755,-254883.8
1,0,1300,128,3200,1,1,0,243,7,1,11,1,0,46,46,9,1550637,1551924,315965949,317638582,7638582,9386290,755,-254386.8
1,0,1300,128,3456,1,1,0,243,7,1,11,1,0,92,46,9,1551979,1553266,315965949,317639066,7639066,9386884,755,-253902.8
1,0,1272,128,3712,1,1,0,243,7,1,11,1,0,138,45,9,1553321,1554580,315965949,317639550,7639550,9387479,755,-253418.8
1,0,1272,128,3968,1,1,0,243,7,1,11,1,0,183,45,9,1554635,1555894,315965949,317640034,7640034,9388074,755,-252934.8
1,0,1272,128,4224,1,1,0,243,7,1,11,1,0,228,45,9,1555949,1557208,315965949,317640511,7640511,9388660,755,-252457.8
1,0,1300,0,4480,1,1,0,243,7,1,12,1,0,0,46,9,1557263,1558550,315965949,317670861,7670861,9425954,755,-257784.8
1,0,1300,0,4736,1,1,0,243,7,1,12,1,0,46,46,9,1558605,1559892,315965949,317671354,7671354,9426560,755,-257291.8
1,0,1300,0,4992,1,1,0,243,7,1,12,1,0,92,46,9,1559947,1561234,315965949,317671838,7671838,9427155,755,-256807.8
1,0,1272,0,5248,1,1,0,243,7,1,12,1,0,138,45,9,1561289,1562548,315965949,317672322,7672322,9427749,755,-256323.8
1,0,1272,0,5504,1,1,0,243,7,1,12,1,0,183,45,9,1562603,1563862,315965949,317672806,7672806,9428344,755,-255839.8
1,0,1272,0,5760,1,1,0,243,7,1,12,1,0,228,45,9,1563917,1565176,315965949,317673282,7673282,9428929,755,-255363.8
1,0,1300,128,4480,1,1,0,243,7,1,12,1,0,0,46,9,1565231,1566518,315965949,317673779,7673779,9429540,755,-254866.8
1,0,1300,128,4736,1,1,0,243,7,1,12,1,0,46,46,9,1566573,1567860,315965949,317674271,7674271,9430144,755,-254374.8
1,0,1300,128,4992,1,1,0,243,7,1,12,1,0,92,46,9,1567915,1569202,315965949,317674755,7674755,9430739,755,-253890.8
1,0,1272,128,5248,1,1,0,243,7,1,12,1,0,138,45,9,1569257,1570516,315965949,317675240,7675240,9431335,755,-253405.8
1,0,1272,128,5504,1,1,0,243,7,1,12,1,0,183,45,9,1570571,1571830,315965949,317675724,7675724,9431930,755,-252921.8
1,0,1272,128,5760,1,1,0,243,7,1,12,1,0,228,45,9,1571885,1573144,315965949,317676200,7676200,9432515,755,-252445.8
1,0,1300,0,6016,1,1,0,243,7,1,13,1,0,0,46,9,1573199,1574486,315965949,317706604,7706604,9469875,755,-257718.9
1,0,1300,0,6272,1,1,0,243,7,1,13,1,0,46,46,9,1574541,1575828,315965949,317707096,7707096,9470480,755,-257226.9
1,0,1300,0,6528,1,1,0,243,7,1,13,1,0,92,46,9,1575883,1577170,315965949,317707580,7707580,9471074,755,-256742.9
1,0,1272,0,6784,1,1,0,243,7,1,13,1,0,138,45,9,1577225,1578484,315965949,317708064,7708064,9471669,755,-256258.9
1,0,1272,0,7040,1,1,0,243,7,1,13,1,0,183,45,9,1578539,1579798,315965949,317708548,7708548,9472264,755,-255774.9
1,0,1272,0,7296,1,1,0,243,7,1,13,1,0,228,45,9,1579853,1581112,315965949,317709025,7709025,9472850,755,-255297.9
1,0,1300,128,6016,1,1,0,243,7,1,13,1,0,0,46,9,1581167,1582454,315965949,317709521,7709521,9473459,755,-254801.9
1,0,1300,128,6272,1,1,0,243,7,1,13,1,0,46,46,9,1582509,1583796,315965949,317710013,7710013,9474064,755,-254309.9
1,0,1300,128,6528,1,1,0,243,7,1,13,1,0,92,46,9,1583851,1585138,315965949,317710498,7710498,9474660,755,-253824.9
1,0,1272,128,6784,1,1,0,243,7,1,13,1,0,138,45,9,1585193,1586452,315965949,317710982,7710982,9475255,755,-253340.9
1,0,1272,128,7040,1,1,0,243,7,1,13,1,0,183,45,9,1586507,1587766,315965949,317711466,7711466,9475849,755,-252856.9
1,0,1272,128,7296,1,1,0,243,7,1,13,1,0,228,45,9,1587821,1589080,315965949,317711942,7711942,9476434,755,-252380.9
1,0,1300,0,7552,1,1,0,243,8,0,0,1,0,0,46,9,1589135,1590422,315965949,317742687,7742687,9514214,755,-257313
1,0,1300,0,7808,1,1,0,243,8,0,0,1,0,46,46,9,1590477,1591764,315965949,317743180,7743180,9514820,755,-256820
1,0,1300,0,8064,1,1,0,243,8,0,0,1,0,92,46,9,1591819,1593106,315965949,317743664,7743664,9515414,755,-256336
1,0,1272,0,8320,1,1,0,243,8,0,0,1,0,138,45,9,1593161,1594420,315965949,317744148,7744148,9516009,755,-255852
1,0,1272,0,8576,1,1,0,243,8,0,0,1,0,183,45,9,1594475,1595734,315965949,317744632,7744632,9516604,755,-255368
1,0,1272,0,8832,1,1,0,243,8,0,0,1,0,228,45,9,1595789,1597048,315965949,317745109,7745109,9517190,755,-254891
1,0,1300,128,7552,1,1,0,243,8,0,0,1,0,0,46,9,1597103,1598390,315965949,317745605,7745605,9517799,755,-254395
1,0,1300,128,7808,1,1,0,243,8,0,0,1,0,46,46,9,1598445,1599732,315965949,317746097,7746097,9518404,755,-253903
1,0,1300,128,8064,1,1,0,243,8,0,0,1,0,92,46,9,1599787,1601074,315965949,317746582,7746582,9519000,755,-253418
1,0,1272,128,8320,1,1,0,243,8,0,0,1,0,138,45,9,1601129,1602388,315965949,317747066,7747066,9519595,755,-252934
1,0,1272,128,8576,1,1,0,243,8,0,0,1,0,183,45,9,1602443,1603702,315965949,317747550,7747550,9520189,755,-252450
1,0,1272,128,8832,1,1,0,243,8,0,0,1,0,228,45,9,1603757,1605016,315965949,317748026,7748026,9520774,755,-251974
1,0,1300,0,9088,1,1,0,243,8,0,1,1,0,0,46,9,1605071,1606358,315965949,317778381,7778381,9558075,755,-257816.9
1,0,1300,0,9344,1,1,0,243,8,0,1,1,0,46,46,9,1606413,1607700,315965949,317778873,7778873,9558679,755,-257324.9
1,0,1300,0,9600,1,1,0,243,8,0,1,1,0,92,46,9,1607755,1609042,315965949,317779357,7779357,9559274,755,-256840.9
1,0,1272,0,9856,1,1,0,243,8,0,1,1,0,138,45,9,1609097,1610356,315965949,317779842,7779842,9559870,755,-256355.9
1,0,1272,0,10112,1,1,0,243,8,0,1,1,0,183,45,9,1610411,1611670,315965949,317780326,7780326,9560465,755,-255871.9
1,0,1272,0,10368,1,1,0,243,8,0,1,1,0,228,45,9,1611725,1612984,315965949,317780802,7780802,9561049,755,-255395.9
1,0,1300,128,9088,1,1,0,243,8,0,1,1,0,0,46,9,1613039,1614326,315965949,317781298,7781298,9561659,755,-254899.9
1,0,1300,128,9344,1,1,0,243,8,0,1,1,0,46,46,9,1614381,1615668,315965949,317781791,7781791,9562265,755,-254406.9
1,0,1300,128,9600,1,1,0,243,8,0,1,1,0,92,46,9,1615723,1617010,315965949,317782275,7782275,9562860,755,-253922.9
1,0,1272,128,9856,1,1,0,243,8,0,1,1,0,138,45,9,1617065,1618324,315965949,317782759,7782759,9563454,755,-253438.9
1,0,1272,128,10112,1,1,0,243,8,0,1,1,0,183,45,9,1618379,1619638,315965949,317783243,7783243,9564049,755,-252954.9
1,0,1272,128,10368,1,1,0,243,8,0,1,1,0,228,45,9,1619693,1620952,315965949,317783719,7783719,9564634,755,-252478.9
1,0,1300,0,10624,1,1,0,243,8,0,2,1,0,0,46,9,1621007,1622294,315965949,317814074,7814074,9601934,755,-257801
1,0,1300,0,10880,1,1,0,243,8,0,2,1,0,46,46,9,1622349,1623636,315965949,317814567,7814567,9602540,755,-257308
1,0,1300,0,11136,1,1,0,243,8,0,2,1,0,92,46,9,1623691,1624978,315965949,317815051,7815051,9603135,755,-256824
1,0,1272,0,11392,1,1,0,243,8,0,2,1,0,138,45,9,1625033,1626292,315965949,317815535,7815535,9603729,755,-256340
1,0,1272,0,11648,1,1,0,243,8,0,2,1,0,183,45,9,1626347,1627606,315965949,317816019,7816019,9604324,755,-255856
1,0,1272,0,11904,1,1,0,243,8,0,2,1,0,228,45,9,1627661,1628920,315965949,317816495,7816495,9604909,755,-255380
1,0,1300,128,10624,1,1,0,243,8,0,2,1,0,0,46,9,1628975,1630262,315965949,317816992,7816992,9605520,755,-254883
1,0,1300,128,10880,1,1,0,243,8,0,2,1,0,46,46,9,1630317,1631604,315965949,317817484,7817484,9606124,755,-254391
